ID	Year	Title	Description	Inventor	Location	Dependencies	Field	URL		
high-energy-phosphate	1941	High-energy phosphate	Phosphate esters were known to be critical to the body's function. This discovery found two kinds of phosphate bonds, one liberating a small quantity of energy and the other a large quantity, called high-energy phosphate. Adenosine triphosphate (ATP) is a key compound with high-energy phosphate bonds, crucial for bodily energy functions.	Fritz Albert Lipmann	United States	metabolic-intermediate, citric-acid-cycle	Science: Biology	Fritz Albert Lipmann (1899-1986) showed that there were two kinds of phosphate bonds. In one kind, the loss of the phosphate bond liberated a relatively small quantity of energy; in the other, the loss liberated a relatively large quantity. The latter esters possessed a high-energy phosphate. In the course of carbohydrate metabolism, phosphate groups are added to sugar molecules forming a low-energy phosphate. The sugar molecule then undergoes the kind of change that concentrates the energy in the phosphate group, so that a high-energy phosphate is formed. These high-energy phosphate groups then serve as the "small change" of energy. In the simplest terms, food and oxygen combine to form high-energy phosphate bonds, which then deal out energy for all the energy-consuming functions of the body. The most versatile of the high-energy configurations is a compound called adenosine triphosphate (ATP), each molecule of which contains two high-energy phosphates and which has been found to be concerned with body chemistry at almost every point where energy is required.		
polarimetry	1941	Polarimetry	A Polarimeter involves a small drop of mercury repeatedly falling through a solution to a mercury pool beneath. An electric current flows through the solution and, as the potential was increased, the current reached a plateau the height of which depended on the concentration of certain ions in the solution. This technique helps to analyze unknown solutions.	Jaroslav Heyrovský	Czech Republic	mercury-thermometer, electrical-conductance	Science: Chemistry	The Czechoslovakian physical chemist Jaroslav Heyrovský (1890-1967) had worked for years on a device that contained a mercury electrode so arranged that a small drop of mercury repeatedly fell through a solution to a mercury pool beneath. An electric current flowed through the solution and, as the potential was increased, the current reached a plateau, the height of which depended on the concentration of certain ions in the solution. In this way, one could analyze a solution of unknown composition. By 1941 Heyrovský had perfected this technique, which he called polarimetry, and for this work, he was awarded the Nobel Prize for chemistry in 1959.		
cardiac-catheterization-practice	1941	Cardiac catheterization practice	After Forssmann's bold demonstration in 1929, this practice of inserting a catheter into a vein and guiding it to the heart, was introduced in medical practice. This advancement significantly impacted medical practice and was later awarded a Nobel Prize.	André Frédéric Cournand and Dickinson Woodruff Richards	United States	cardiac-catheter	Science: Medicine	Forssmann had introduced the principle of cardiac catheterization (inserting a catheter into a vein and maneuvering it to the heart—see 1929). In 1941 it was introduced into clinical practice by the French-born American physiologist André Frédéric Cournand (1895-1988) and the American physician Dickinson Woodruff Richards (1895-1973). As a result, Cournand and Richards were awarded the Nobel Prize for physiology and medicine in 1956, sharing it with Forssmann.		
distance-of-the-sun-eros	1941	Distance of the Sun revised	Using the parallax of an asteroid can be used to determine the scale of the Solar System and distance of the sun. In 1931, Eros approached within 16 million miles of Earth, closer than any planet. Fourteen observatories in nine countries tracked it. After the decade that followed, the distance of the sun was determined to be 93,005,000 miles.	Harold Spencer Jones	England	distance-of-the-sun, eros	Space	Ten years of calculation followed, and by 1941 Jones was able to announce that the distance of the Sun was 93,005,000 miles. That was the most accurate determination yet and was probably the best that could be done until methods transcending the accuracy of parallax determination were devised.		
jet-planes	1941	Jet planes	Jet planes, propelled by engines based on burning fuel and ejecting exhaust at high speed, were first flown in 1941. They offered more efficiency over rockets by utilizing atmospheric oxygen and became significant post-World War II.	Frank Whittle	England	liquid-fuel-rockets, airplane	Science: Engineering	During the forty-year history of airflight, planes had been propelled through the air by the aptly named propeller. There was no question, though, that a plane could also be made to move through the air, perhaps even more quickly and efficiently, by means of the rocket principle—by burning fuel and ejecting a jet of exhaust gas at high speed (such planes are therefore called jet planes). The advantage jet planes had over rockets such as those developed by Goddard (see 1926) was that they traveled through the atmosphere, so they needed to carry only fuel and could make use of the oxygen in the surrounding air as the oxidizer. Plans for engines that made some use of the jet principle can be traced back to 1921, but the first patent for a jet engine of the type used today was obtained by a British aeronautical engineer, Frank Whittle (b. 1907), in 1930. The first jet plane making use of Whittle's engine was flown in May 1941. Jet planes were developed too late to play much of a role in World War II, but they came into their own afterward.		
neurospora	1941	Neurospora	Neurospora crassa is a mold which in its wild state grows on sugar and a variety of inorganic compounds. Bombarding this mold with x-rays causes it to mutate and sometimes lose the ability to form specific organic compounds. Beadle concluded that the characteristic function of the gene was to supervise the formation of a particular enzyme (one gene to each enzyme).	George Wells Beadle and Edward Lawrie Tatum	United States	fruit-flies, x-rays-and-mutations	Science: Genetics	Often genetics takes a step forward with the introduction of a simpler organism for study, as was the case, for instance, when Morgan began to study fruit flies (see 1907). The American geneticist George Wells Beadle (1903-1989), in collaboration with the American biochemist Edward Lawrie Tatum (1909-1975), began to work in 1941 with a mold called Neurospora crassa. In the wild state, this mold will grow on a nutrient medium in which sugar is the only significant organic compound. For its supply of elements not present in sugar, such as nitrogen, phosphorus, and sulfur, Neurospora can make do with inorganic compounds. If Neurospora are bombarded with X rays, using Muller's technique (see 1927), however, mutations take place. Some of the mutated Neurospora lose the ability to form a particular organic compound necessary for growth, so that it has to be added to the nutrient medium. Beadle found that it was not always necessary to add the missing compound itself to the medium— a different but similar compound might do. This meant that the similar compound could be converted into the necessary one. By trying a variety of similar compounds and noting which would promote growth and which would not, Beadle could deduce the sequence of chemical reactions and locate the step that the mutated mold could not manage. From his work, Beadle concluded that the characteristic function of the gene was to supervise the formation of a particular enzyme (one gene to each enzyme). A mutation took place when a gene was so altered that it could no longer form a normal enzyme. For this work, Beadle and Tatum were awarded a share of the Nobel Prize for medicine and physiology in 1958.		
nuclear-reactor	1942	Nuclear reactor	The first nuclear reactor was developed as part of the Manhattan Project. It involved creating a chain reaction using uranium, graphite, and cadmium rods, marking the beginning of the atomic age.	Leo Szilard and Enrico Fermi	United States	nuclear-chain-reaction, cadmium-lithium-selenium	Science: Physics	Szilard’s notion of a nuclear chain reaction (see 1939) could not be made practical. Once the Manhattan Project had been put in motion (see 1941), Fermi was placed in charge of producing such a chain reaction. Uranium and uranium oxide were piled up in combination with graphite blocks in a structure called an atomic pile. Neutrons colliding with the carbon atoms in graphite did not affect the carbon nuclei but bounced off, giving up their energy and moving more slowly as a result, thus increasing their chance of reacting with uranium-235. Making the pile as large as possible made it more likely that neutrons would strike uranium-235 before blundering out of the pile altogether and into the open air. The necessary size was the critical mass. Naturally, the more enriched in uranium-235 the pile was, the smaller the critical mass needed to be. Cadmium rods were inserted into the pile, because cadmium would soak up neutrons and keep the pile from becoming active prematurely. When the pile was large enough, the cadmium rods were slowly withdrawn and the number of neutrons produced slowly increased. At some point, the increase would reach the level where more were being produced than were being harmlessly consumed by the cadmium. At that time the nuclear chain reaction would begin and the whole thing would go out of control in a moment. What stopped that from happening was that some neutrons didn’t come out of the bombarded nuclei at once. In other words, after the pile went critical, there was a slight pause before the delayed neutrons were emitted and everything went awry. During that pause, the cadmium rods could be shoved in again. At 3:45 p.m. on December 2, 1942, in the squash court of the University of Chicago, the chain reaction became self-sustaining and was choked off. The atomic age had begun. The atomic pile was the first nuclear reactor.		
biotin	1942	Biotin	Biotin, also called vitamin H, was identified and its structure determined due to its effects on alleviating certain symptoms that other vitamins could not.	Vincent du Vigneaud	United States	vitamin-k	Science: Biology	At this time a new vitamin could only be detected by noting that certain foods or food extracts could correct symptoms that known vitamins would not touch. One such new vitamin was called vitamin H. The American biochemist Vincent du Vigneaud (1901–1978) isolated tiny quantities of vitamin H in reasonably pure form, as judged by its powerful effect on the symptoms it could alleviate, and by 1942 had worked out its rather complicated two-ring structure. The compound was now called biotin. It was synthesized and its structure proven.		
bacteriophage-structure	1942	Bacteriophage structure	The electron microscope allowed for detailed images of bacteriophages, revealing their structure for the first time. The discovery showed that bacteriophages consisted of a rounded head and thin tail.	Salvador Edward Luria	Italy	electron-microscope, bacteriophages	Science: Microbiology	The electron microscope (see 1932) had reached a pitch of excellence by now and could show viral structure as ordinary light microscopes could show cellular structure. In 1942 the Italian-born American microbiologist Salvador Edward Luria (b. 1912) managed to get good photographs of bacteriophages. These were unusually large viruses, to be sure, but they were considerably smaller than bacterial cells. Luria showed that the bacteriophage consisted of a rounded head and a thin tail, rather like an extremely small sperm cell. This was the first time a virus had been seen as anything more than a vague dot.		
adrenocorticotrophic-hormone	1943	Adrenocorticotrophic hormone	A hormone, ACTH, was isolated from the pituitary gland which stimulates the adrenal cortex. It functions similarly to cortisone and plays a critical role in hormone regulation.	Choh Hao Li	United States	corticoids	Science: Biology	It was becoming more obvious that the pituitary gland was a particularly important source of protein hormones, some of which activated and controlled other glands, such as the thyroid and the gonads. In 1943, the Chinese-born American biochemist Choh Hao Li (b. 1913) isolated, from the pituitary, a hormone that stimulated the adrenal cortex, using it to produce and release the cortical hormones (see 1935, Cortisone). This pituitary hormone was named adrenocorticotrophic hormone, a name usually abbreviated ACTH. It had the same effect on the body as cortisone, though more indirectly.		
lysergic-acid-diethylamide	1943	Lysergic acid diethylamide	Lysergic acid diethylamide (LSD) is a hallucinogenic drug synthesized from lysergic acid. It became known for its powerful hallucinogenic effects and influenced the drug culture in America.	Albert Hoffman	Switzerland	medicinal-plants	Science: Chemistry	In 1913 a Swiss chemist, Albert Hoffman (b. 1906), was working with lysergic acid, which is obtained from ergot, a mold that produces serious and sometimes deadly disorders in the human body. Hoffman modified it to form the diethyl amide of the compound and apparently absorbed some of the substance. He was overcome by strange sensations, vivid fantasies, and brilliant colors. He deliberately swallowed a tiny bit more of the material—and the results were even more weird. He had clearly suffered from hallucinations, so that lysergic acid diethylamide (usually abbreviated LSD) came to be called a hallucinogen, or a psychedelic drug. Other hallucinogens occur in nature, in certain mushrooms, in peyote cactus, and elsewhere. Even alcohol in sufficient quantities becomes hallucinogenic. Hallucinogens have been widely used in religious ceremonies, presumably because they seem to offer a vision of another world. LSD was a particularly effective hallucinogen, and in time its use became a fad among young people, which helped fasten the drug culture on America.		
seyfert-galaxies	1943	Seyfert galaxies	Seyfert galaxies are a type of active galaxy with bright centers that exhibit unusual activity. They make up about 1% of all galaxies and have become a significant area of study in astronomy.	Carl K. Seyfert	United States	galaxy-observed, supernovas	Space	Over twenty years had passed since it had become clear that there were innumerable galaxies lying deep in space, but there didn’t seem much hope of learning any significant details about the inner structures of objects that were millions of light-years distant. In 1943, however, the American astronomer Carl K. Seyfert (1911–1960) detected an odd galaxy with a very bright spot at the center. Other galaxies of the sort have since been observed, and the entire group is known as Seyfert galaxies. Altogether perhaps 1 percent of all galaxies are Seyfert galaxies. This was the first case of what came to be called active galaxies, those with centers that seem to be the site of activity beyond the normal. Much more remained to be discovered about such galaxies when it became possible to observe them outside the range of visible light.		
aqualung	1943	Aqualung	The Aqualung is a self-contained underwater breathing apparatus that provides divers with air under pressure, allowing them mobility and freedom underwater. This invention facilitated the observation of underwater life and introduced scuba diving as a new sport.	Jacques-Yves Cousteau	France	bathysphere, popular-mountain-climbing	Science: Marine Biology	In 1943, even while he was with the French underground fighting the occupying Germans, the French oceanographer Jacques-Yves Cousteau (b. 1910) invented the Aqualung. This was a device that supplied the diver with air under pressure. It was self-contained and light, so that with an Aqualung and finned devices on their feet, divers could probe under the water's surface with freedom and mobility. This made it possible to observe coral reefs and ocean life in the uppermost layers of the ocean and also introduced a new sport, scuba diving. (Scuba is an acronym for 'self-contained underwater breathing apparatus.')		
dna-as-genetic-material	1944	DNA as genetic material	It was understood that chromosomes carried genetic material, but most thought that like heme and coenzymes, the nucleic acid was secondary to the protein. However it was confirmed that only the DNA and not the protein is the genetic material carried by chromosomes.	Oswald Theodore Avery	United States	chromosome, heme, coenzyme, genes	Science: Genetics	By now it had been understood for some forty years that chromosomes carried the genetic material. It was also known that chromosomes were nucleoprotein in character, containing both protein molecules and deoxyribonucleic acid (DNA) molecules. It was assumed that the key portion of the genetic material in chromosomes was the protein, since at every point proteins seemed to be the key to living tissue. They were giant molecules of enormous variety and versatility; the enzymes, which controlled the chemistry of the body, were proteins. The nucleic acid was thought to consist of relatively small molecules that behaved as adjuncts, like the heme in hemoglobin or the coenzymes in enzymes - though what the function of the nucleic acid adjunct might be was not known.		
paper-chromatography	1944	Paper chromatography	Paper chromatography was invented as an efficient technique for separating complex mixtures, particularly protein fragments. This improvement over previous chromatography methods allowed for more precise analysis and required only drops of solution.	Archer John Porter Martin and Richard Laurence Millington Synge	England	chromatography	Science: Chemistry	In 1944 two British biochemists, Archer John Porter Martin (b. 1910) and Richard Laurence Millington Synge (b. 1914), invented paper chromatography. Instead of dripping the mixture through a column of absorbent powder, this technique allowed it to creep up a column of absorbent filter paper. The paper could then be turned at right angles and dipped into another solvent, so that if the first did not separate the mixture entirely, the second, working on an already partially separated mixture, would complete the job. It was an excellent technique for separating the complex mixtures that formed when a protein molecule was broken into fragments. For this work, Martin and Synge were awarded the Nobel Prize for chemistry in 1952.		
teflon	1944	Teflon	The development of Teflon arose from intensive studies of fluorine compounds in the development of the nuclear bomb. Fluorine atoms held much more tightly to the carbon chain than hydrogen atoms did, so long-chain polytetra-fluoroethylene (or Teflon for short) had great properties: it didn't burn, dis- solve, or stick to anything.	Roy J. Plunkett	United States	uranium-hexafluoride	Science: Chemistry	The need to make use of uranium hexafluoride in the development of the nuclear bomb (see 1940) led to an intensive study of fluorine compounds and in particular of fluorocarbons. These were molecules in which all the free valences of a carbon chain or ring were occupied by fluorine atoms. It was possible to develop long chains of carbon atoms with fluorine atoms.		
synthesis-of-quinine	1944	Synthesis of quinine	Organic synthesis methods had advanced to such an extent that complex molecules could now be synthesized, including quinine. This development opened the door for the synthesis of other complicated molecules.	Robert Burns Woodward and William von Eggers Doering	United States	quinine, organic-synthesis	Science: Chemistry	By now the techniques and methods of organic synthesis were so advanced that any organic molecule, no matter how complex, could be synthesized. Perkin had attempted to synthesize quinine (see 1856) but was bound to fail, since its molecule was too complex for the methods then available. In 1944, however, the American chemists Robert Burns Woodward (1917–1979) and William von Eggers Doering (b. 1917) began with simple compounds that could be easily synthesized from their constituent elements, and from these they synthesized quinine. Woodward went on to synthesize other complicated molecules and was eventually awarded the Nobel Prize for chemistry in 1965.		
2,4-d	1944	2,4-D	2,4-D, the first effective chemical herbicide, was introduced. It selectively eliminates broad-leaved plants without seriously affecting grasses and grains.	Judah Hirsch Quastel	England	ddt	Science: Biology	The chemical 2,4-dichlorophenoxyacetic acid (2,4-D for short) was introduced in 1944 and was the first effective chemical herbicide (Latin for “plant killer”). Naturally, killing plant life indiscriminately is not something one would want to do, but 2,4-D is selective in its effects. It does not seriously affect grasses (including the various grains so important to humanity) but prevents the growth of broad-leaved plants, usually regarded as weeds.		
new-nebular-hypothesis	1944	New nebular hypothesis	A new version of the nebular hypothesis introduced turbulence in the outer layers of the nebula to explain planet formation in observed orbits. The principles of magnetohydrodynamics further explained the movement of gases in magnetic fields.	Carl Friedrich Weizsacker and Hannes Olof Gösta Alfvén	Germany and Sweden	nebular-hypothesis, planetesimal-hypothesis, gravitational-deflection-of-light	Space	For nearly two centuries, astronomers had been trying to work out some reasonable mechanism that would account for the formation of the Solar System. Laplace’s nebular hypothesis (see 1796) had broken down over the fact that 98 percent of the angular momentum of the Solar System was concentrated in the planets, which made up only 0.1 percent of the total mass of the system. Chamberlin had advanced the planetesimal theory (see 1905), which required a near collision that would draw out solar matter by gravitational pull and form the planets. Eddington (see 1919), however, showed the interior of stars to be so incredibly hot that matter pulled out of the Sun would simply disperse and not collect into planets. In 1944 Weizsacker (see 1938) worked out a new version of the nebular hypothesis. He introduced the notion of turbulence in the outer layers of the condensing nebula and showed how, as a result of such turbulence, planets would form in their actual observed orbits, more or less. Furthermore, the development of magnetohydrodynamics at just about this time, by the Swedish astronomer Hannes Olof Gösta Alfvén (b. 1908), showed how thin gases moved when immersed in magnetic fields and how they could carry energy and angular momentum outward. This solved the		
radio-waves-from-hydrogen	1944	Radio waves from hydrogen	Van de Hulst theorized that cold hydrogen atoms should emit detectable 21-centimeter radio waves in space. Because of the German occupation, instrumentation was not available and so his calculations could not yet be corroborated.	Hendrik Christoffel van de Hulst	Netherlands	radio-telescope	Space	In German-occupied Europe, scientific work could proceed only with extreme difficulty. The Dutch astronomer Hendrik Christoffel van de Hulst (b. 1918) was forced to do what work he could with theoretical notions that required no more in the way of instrumentation than pen and paper. He considered the behavior of cold hydrogen atoms and worked out how the magnetic fields associated with the proton and the electron in the hydrogen atom were oriented to each other. They could line up in the same direction or in opposite directions. Every once in a while a particular atom could flip from one configuration to another, and in so doing, it would emit a radio wave 21 centimeters in length. Any single hydrogen atom ought to do this only once in eleven million years or so on the average, but there were so many such atoms in space that a continuing drizzle of 21-centimeter radiation should be emitted, a drizzle that might be intense enough to be detectable. Jansky’s discovery had shown that radio waves were emitted by objects in the sky (see 1932), but beyond Reber’s simple radio telescope (see 1937) there was nothing with which to observe such radio waves in any detail. Van de Hulst’s calculations had to wait for corroboration.		
americium-and-curium	1944	Americium and curium	Seaborg and his associates created elements americium (95) and curium (96) by bombarding plutonium with neutrons and alpha particles. These discoveries expanded the periodic table beyond plutonium, and honored America and the Curies.	Glenn T. Seaborg	United States	neptunium-and-plutonium, polonium-and-radium	Science: Chemistry	After Seaborg had helped McMillan isolate plutonium (see 1940), it was clear that other elements might exist beyond that element. Seaborg devoted himself to the task of preparing such elements by bombarding the massive atoms already known with subatomic particles. In 1944, by bombarding plutonium with neutrons and alpha particles, Seaborg and his associates prepared americium, with an atomic number of 95, and curium, with an atomic number of 96. The former was named for America and the latter for the Curies (see 1897).		
v-two	1944	V-2	The V-2 rocket, developed in Germany, was the first true missile carrying its own fuel and oxygen, first launched at London in 1944. 4300 were fired, 1230 hit London causing thousands of dead and wounded civilians.	Wernher von Braun	Germany	liquid-fuel-rockets	War	Since Goddard flew the first liquid-fueled rocket (see 1926), his work had been taken most seriously in Germany, where a group of 870 enthusiasts, including Wernher von Braun (see 1942), had begun experimenting with rockets in 1930. Hitler favored rocket work for military use, and in 1936 von Braun headed a research project for the purpose of developing military rockets. In 1942 the first true missile, carrying its own fuel and oxygen, was shot off and reached a height of 60 miles. On September 7, 1944, such missiles, called V-2s, with the V standing for vergeltung (vengeance), were first fired at London. (The V-1 had been a pilotless airplane wired with explosives, not nearly as damaging as the V-2.) In all, 4,300 V-2s were fired; 1,230 hit London. Casualties included 2,511 dead and 5,869 seriously wounded. These missiles were armed with only chemical explosives, however, and came too late in the war to save Germany.		
nuclear-fission-bomb	1945	Nuclear fission bomb	A nuclear fission bomb, requiring a critical mass of fissile material, was detonated successfully in New Mexico in 1945. This invention drastically changed the face of war due to its immense explosive power.	J. Robert Oppenheimer	United States	nuclear-chain-reaction, uranium-hexafluoride	War	For a nuclear chain reaction to take place (see 1939), it is necessary to accumulate enough fissile material (uranium-235 or an appropriate plutonium isotope manufactured from uranium-238) to bring about an explosion. The amount of fissile material has to be large enough (the critical mass) for enough of the neutrons produced to strike other nuclei before wandering out into open air. If two pieces of fissile material, each below the critical mass and therefore nonexploding, are fired into each other to form a single piece above the critical mass, any stray neutron (and there are always some around) will start the chain reaction and the material will explode in a fraction of a second. By mid-1945 enough fissile material had been collected to carry through a test. On July 16, 1945, at a site 60 miles northwest of the town of Alamogordo, New Mexico, a nuclear fission bomb (popularly called an atomic bomb, or an A-bomb) made of plutonium was detonated before dawn. The scientists in charge had expected an explosive force equivalent to 5,000 tons of TNT. What they got was the equivalent of 20,000 tons of TNT. At a stroke, the face of war had changed totally. It was even possible that the fate of humanity had been sealed.		
synchrocyclotron	1945	Synchrocyclotron	By the time cyclotron-accelerated particles reached energies of 20 MeV, their mass increased so much that they curved less sharply. McMillan worked out a method for synchronizing the magnetic field in such a way that the alternations of the magnetic field slowed and kept time with the mass increase of the particles.	Edwin Mattison McMillan and Vladimir lositovich Veksler	United States and Russia	cyclotron	Science: Physics	Since the invention of the cyclotron by Lawrence (see 1930), such devices had grown larger and larger and had produced particles with more and more en...		
promethium	1945	Promethium	A group discovered element number 61, named promethium, with its most stable isotope having a half-life of 17.7 years. This element filled the gap in the periodic table below uranium.	Charles Du-Bois Coryell	United States	neptunium-and-plutonium	Science: Chemistry	In 1945 a group under the direction of the American chemist Charles Du-Bois Coryell (b. 1912) discovered element number 61 among the fission products of uranium. Its most nearly stable isotope had a half-life of 17.7 years. It was eventually named promethium, because just as the Greek god Prometheus had snatched fire from the nuclear furnace of the Sun, so promethium had been snatched from the nuclear furnace of the fissioning uranium atoms.		
viral-mutations	1945	Viral mutations	Luria showed that bacteriophages undergo mutations, making it difficult to develop lasting immunity to viral diseases. This discovery influenced understanding of viral disease immunity.	Alfred Day Hershey	United States	bacteriophage-structure, evolution-and-mutation	Science: Biology	In 1945 Luria (see 1942) and, independently, the American microbiologist Alfred Day Hershey (b. 1908) showed that bacteriophages underwent mutations as well. It is for this reason that it is so hard to develop immunity to viral diseases like flu and the common cold. Antibodies might be developed against a particular strain of the virus, but then a mutation will produce a new strain against which the old antibodies are not effective. For their work, Luria and Hershey received shares of the Nobel Prize for physiology and medicine in 1969.		
jet-streams	1945	Jet streams	High-altitude winds known as jet streams were recognized as a permanent atmospheric feature. These winds, found at the troposphere-stratosphere boundary, can reach speeds of 300 miles per hour.	Carl-Gustaf Arvid Rossby 	Sweden	jet-planes, gulf-stream	Geography	During World War II, both Japanese and American pilots in high-flying planes became aware of a high-altitude wind blowing from west to east. The Japanese, making the discovery as early as 1942, used the wind in an effort to blow balloon-bombs across the Pacific Ocean to the United States. The Americans became aware of the wind when flying to bomb Japan in 1944. By 1945 these high winds had been recognized as a permanent feature of the atmosphere. There were several bands of such winds blowing at the troposphere-stratosphere boundary. These bands were hundreds of miles wide and several miles deep. Speeds of up to 300 miles per hour were measured. These were called jet streams.		
artificial-kidneys	1945	Artificial kidneys	An artificial kidney was designed to keep people with kidney failure alive by filtering urea from their blood. This invention marked the beginning of modern artificial organs.	Willem J. Kolff	America	urea-cycle	Science: Medicine	The era of modern artificial organs was initiated in 1945, when the Dutch-born American inventor Willem J. Kolff designed an artificial kidney. People suffering from kidney failure could then be kept alive by periodically filtering urea out of their bloodstream.		
eniac	1946	ENIAC	ENIAC was the first practical electronic digital computer, created by replacing mechanical parts with radio tubes for switches. Despite its large size and energy use, it marked the beginning of the electronic computing era, leading to more capable and efficient computers.	John William Mauchly and John Presper Eckart Jr	United States	computer	Science: Mathematics	Bush had devised a computer that made use of radio tubes as electronic switches in addition to the usual mechanical parts (see 1930). The obvious next step was to make an entirely electronic computer, with no moving mechanical parts at all. This was done by the American engineers John William Mauchly (1907-1980) and John Presper Eckart, Jr. (b. 1919), who devised the first practical electronic digital computer in 1946. It was called ENIAC (electronic numerical integrator and computer). It was an enormous, energy-guzzling device, weighing 30 tons and taking up 1,500 square feet of space. Though it was a wonder of its time, ENIAC was retired some nine years after it had been set up. It was by then hopelessly obsolete, for its descendants were growing steadily smaller, cheaper, more efficient, and much more capable	Swiss-German	
microwave-reflection-from-the-moon	1946	Microwave reflection from the moon	A Hungarian scientist used radar technology to detect microwave reflections from the Moon, allowing precise calculations of its distance. This innovation demonstrated the potential of radar for astronomical measurements.	Zoltan Lajos Bay	Hungary	radar, magnetrons	Space	Thanks to radar, it was possible to detect microwave reflections from airplanes, and from the reflections to calculate the distance and direction of the airplanes. In principle, there was no reason this could not be done for an astronomical body. In 1946 a Hungarian scientist, Zoltan Lajos Bay, sent a beam of microwaves to the Moon and detected the reflection. The time it took for the reflection to return could be used to determine the distance of the Moon at the time of reflection with far greater precision than had ever been possible before.	Hungarian	
nuclear-magnetic-resonance	1946	Nuclear magnetic resonance	Nuclear Magnetic Resonance (NMR) is a technique for noninvasively studying the interior of living organisms using microwave radiation absorbed in a magnetic field. It is less harmful than X-rays and is particularly effective at detecting light atoms, making it valuable for medical diagnostics.	Felix Bloch and Edward Mills Purcell	United States	electron-microscope, x-rays	Science: Physics	It is possible for chemical substances to absorb certain frequencies of microwave radiation when those substances are in a strong, steady, and homogeneous magnetic field. The frequencies that are absorbed depend on the magnetic properties of the atoms involved. In particular, atomic nuclei act as tiny spinning magnets, and these can be lined up in a magnetic field, to strengthen the microwave absorption. The Swiss-born American physicist Felix Bloch (1905-1983) and the American physicist Edward Mills Purcell (b. 1912) independently developed this technique in 1946, and for it they shared the Nobel Prize for physics in 1952. The technique, named nuclear magnetic resonance (NMR), provided a noninvasive way of studying the interior of living organisms. Since microwaves are far less energetic than X rays, they are correspondingly less likely to do damage to tissues. Then too, X rays are best at detecting massive atoms, of which there are few in the body, while NMR detects light atoms, particularly hydrogen, and these are plentiful in the body. The use of NMR is growing more common, but because of public fears of the word nuclear (thinking that it implies the existence.	Bloch Jewish	
noradrenaline	1946	Noradrenaline	The neurotransmitter noradrenaline, similar to adrenaline but differing by a carbon atom, was discovered in the sympathetic nervous system. This discovery led to an important understanding of nerve impulses.	Ulf Svante von Euler	Sweden	adrenocorticotrophic-hormone, epinephrine	Science: Biology	It was already known that acetylcholine was a chemical that served to transmit a nerve impulse from one neuron to a neighboring neuron. In 1946 the Swedish physiologist Ulf Svante von Euler showed that in that part of the nervous system called the sympathetic nerves, the transmitting chemical was noradrenaline (more properly, norepinephrine), which was very much like the hormone adrenaline in structure but was missing a carbon atom. Von Euler received a share of the Nobel Prize for medicine and physiology in 1979 for this discovery.	Swedish	
bacterial-genetics	1946	Bacterial genetics	This discovery proved that bacterial reproduction isn't solely asexual and that different strains could intermix genetic material, enabling bacterial sexual reproduction. This fundamentally changed the understanding of bacterial genetics and reproduction.	Joshua Lederberg and Edward Tatum	United States	dna-as-genetic-material, bacteriology	Science: Biology	It had long been customary to think of reproduction in the simplest organisms as essentially simpler than that in multicellular ones. In 1946, the American geneticist Joshua Lederberg, working with Tatum, showed that bacterial reproduction was not entirely asexual. Different strains of bacteria could be crossed in such a way as to make the genetic material intermingle. It was therefore possible for organisms even as simple as bacteria to engage, on occasion, in what is essentially sexual reproduction.	Lederberg jewish	
virus-genetics	1946	Virus genetics	Genetic materials of different virus strains can combine to create entirely new strains, similar to sexual reproduction in more complex organisms. This discovery highlighted the complexity of virus genetics.	Max Delbrück and Alfred Day Hershey	United States	dna-as-genetic-material, viral-mutations	Science: Biology	While Lederberg was showing the unexpected complexity of bacterial reproduction, the German-born American microbiologist Max Delbrück and Alfred Day Hershey showed that the genetic material of different strains of viruses could be combined to form a new strain different from either. This too is a form of sexual reproduction, and for this Delbrück and Hershey received shares of the Nobel Prize for physiology and medicine in 1969.		
cloud-seeding	1946	Cloud-seeding	Scientists used solid carbon dioxide to induce ice crystals and create a miniature snowstorm, exploring the possibility of cloud-seeding. This method, however, proved impractical as its success depended heavily on existing weather conditions.	Schaefer	United States	jet-streams, stratospheric-balloons	Science: Meteorology	During a heat wave, Schaefer dropped some solid carbon dioxide into the box to cool it more effectively. Promptly, ice crystals formed and a miniature snowstorm whirled inside the box. Solid carbon dioxide might therefore help in cloud-seeding. On November 13, 1946, Schaefer was flown by airplane over a cloud layer in western Massachusetts and dumped 6 pounds of pellets of frozen carbon dioxide. A snowstorm started. In mild weather, such an artificial snowstorm started at high altitudes would, of course, turn to rain as it fell. Nevertheless, rain-making never became important. In the first place, it worked only if the proper kinds of clouds were present—in other words, if it was likely to rain in any case. In the second place, rain that might be helpful to some people would invariably be harmful to others, so that to make rain artificially would be to ask for an infinite amount of litigation.		
